Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
njihove,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihove,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjema,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjema,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjema,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
isti,#pridjev,,,#muski,,#jednina,#nominativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ista,#pridjev,,,#zenski,,#jednina,#nominativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
isto,#pridjev,,,#srednji,,#jednina,#nominativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoga,#pridjev,,,#muski,,#jednina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
iste,#pridjev,,,#zenski,,#jednina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoga,#pridjev,,,#srednji,,#jednina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istomu,#pridjev,,,#muski,,#jednina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoj,#pridjev,,,#zenski,,#jednina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istomu,#pridjev,,,#srednji,,#jednina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoga,#pridjev,,,#muski,,#jednina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istu,#pridjev,,,#zenski,,#jednina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
isto,#pridjev,,,#srednji,,#jednina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoga,#pridjev,,,#muski,,#jednina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
iste,#pridjev,,,#zenski,,#jednina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istoga,#pridjev,,,#srednji,,#jednina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istim,#pridjev,,,#muski,,#jednina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjem,#pridjev,,,#muski,,#jednina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istom,#pridjev,,,#zenski,,#jednina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istim,#pridjev,,,#srednji,,#jednina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ista,#pridjev,,,#muski,,#mnozina,#nominativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
iste,#pridjev,,,#zenski,,#mnozina,#nominativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ista,#pridjev,,,#srednji,,#mnozina,#nominativ,,,,#P_odnosni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#muski,,#mnozina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#zenski,,#mnozina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#srednji,,#mnozina,#genitiv,,,,#P_odnosni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#muski,,#mnozina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#zenski,,#mnozina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#srednji,,#mnozina,#genitiv,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istim,#pridjev,,,#muski,,#mnozina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istim,#pridjev,,,#zenski,,#mnozina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istim,#pridjev,,,#srednji,,#mnozina,#dativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
iste,#pridjev,,,#muski,,#mnozina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
iste,#pridjev,,,#zenski,,#mnozina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ista,#pridjev,,,#srednji,,#mnozina,#akuzativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#muski,,#mnozina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#zenski,,#mnozina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#srednji,,#mnozina,#ablativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istimi,#pridjev,,,#muski,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istimi,#pridjev,,,#zenski,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istimi,#pridjev,,,#srednji,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istima,#pridjev,,,#muski,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istima,#pridjev,,,#zenski,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istima,#pridjev,,,#srednji,,#mnozina,#instrumental,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#muski,,#mnozina,#lokativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#zenski,,#mnozina,#lokativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istih,#pridjev,,,#srednji,,#mnozina,#lokativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#muski,,#mnozina,#lokativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#zenski,,#mnozina,#lokativ,,,,#P_opisni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
istjeh,#pridjev,,,#srednji,,#mnozina,#lokativ,,,,#P_odnosni,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojega,#zamjenica,,,#muski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojega,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojemu,#zamjenica,,,#muski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojoj,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojemu,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojega,#zamjenica,,,#muski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moju,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojega,#zamjenica,,,#muski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojega,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojem,#zamjenica,,,#muski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#muski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojom,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojem,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moji,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moja,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojem,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojem,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojem,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moja,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moji,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moje,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moja,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojema,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojema,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojema,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojemi,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojemi,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojemi,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ma,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moga,#zamjenica,,,#muski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moga,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
momu,#zamjenica,,,#muski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moj,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
momu,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moga,#zamjenica,,,#muski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mu,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ma,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moga,#zamjenica,,,#muski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moga,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#muski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mom,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moji,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ma,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojim,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ma,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moji,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
me,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ma,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojimi,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojima,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojima,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojima,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mojih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojega,#zamjenica,,,#muski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoje,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojega,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojemu,#zamjenica,,,#muski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojoj,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojemu,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvojega,#zamjenica,,,#muski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoju,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoje,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoj,#zamjenica,,,#muski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tvoja,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#vokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
